income,debts,payment_history,age,credit_cards,loan_amount,target
28279.866792512646,6951.98441300444,4,32,1,8749.09746349366,0
80315.21094663882,33258.89829625441,4,29,4,9182.392691702651,0
44534.9109681321,10989.230738980543,4,62,5,8426.966302385194,1
58929.56140419765,20635.392862717003,2,48,4,16515.52889245605,1
48869.37367706999,15177.116606175592,4,33,2,18525.90101285345,0
55567.27164649491,21063.451115414548,3,40,0,10441.140214949315,1
91904.59051842455,34542.37160868263,3,33,3,45079.4751469605,0
49712.1715623175,6891.144027340746,3,47,4,11305.706269687365,0
76640.46402968973,32240.143566723178,3,46,3,23987.858459137246,0
67605.04021990998,23886.95893999197,4,49,5,7273.393303018328,1
86367.11653626482,30192.071675889332,5,49,2,39206.89567749597,1
113682.9739324758,18411.03741879032,0,42,5,47239.12513474239,0
93257.20972102504,32175.057414945455,5,29,5,16616.868211401346,1
41494.03785907567,17762.909360931913,3,44,2,19638.90722502139,0
23118.313506128467,7196.296472603914,4,62,0,5232.504421480833,1
46226.404429982504,19958.809545541186,5,39,5,17421.55376601737,0
79507.79307002548,10050.514158120264,3,58,4,33996.77915584863,1
25142.581348425036,6259.599701641955,5,51,2,9965.658980394635,1
69636.62472012363,18873.821723799265,1,59,2,32522.60966446528,0
79684.28489168892,22889.45421105481,1,35,3,35516.074980242964,0
53424.389081696085,18197.648844434945,4,52,1,26597.043913755617,1
97091.22037458219,8392.155636751659,5,66,5,16801.10799799594,1
30659.82531337718,16232.116326139334,5,68,4,6803.5599664580395,1
27513.778173580875,3589.5076325156515,4,66,0,9753.368771281264,1
92818.87562036034,10787.969839840816,3,49,5,36498.13379048646,0
69549.13162061985,4887.795161914041,2,54,0,21827.440083799458,0
88840.23964277361,22256.87049254276,5,29,3,11511.149425447473,1
63482.733860374625,24103.204182497553,2,55,5,27718.979706489572,0
44640.20332391068,16987.092045626865,4,26,0,21621.4709809996,1
101910.23176741997,37830.50196771431,3,57,5,26721.549392718214,0
99941.58789689792,8764.31206901862,4,34,2,18981.405349699784,1
89469.64708544267,24519.567563408753,3,67,5,9638.162644685344,1
47214.51372299627,14201.136287425761,5,69,4,9203.034810737376,1
79023.06668690871,20152.97995844989,4,29,5,30026.197876481303,0
56097.38969400268,8574.763547069284,5,39,0,26064.853017878046,0
29158.207332663413,10240.05335489719,0,43,4,4006.490084998564,0
111731.35754622427,29899.030433001957,4,61,0,35899.69577723163,1
33681.86309189614,14197.451637083119,4,48,1,12738.90162459407,1
115023.73538208024,26574.05196572699,4,36,1,24218.515310851824,1
64600.57729579557,9428.00245139922,5,46,4,21186.32882140601,1
38513.29288386197,13329.095929374173,0,58,1,14869.95813457884,0
74190.09473783581,8875.275033176064,0,60,1,32279.19747855227,0
107294.58358764082,41082.06769788193,3,45,2,30149.77158564386,0
93222.48864095611,26239.730121908935,0,55,0,37209.093302387555,0
100656.11478614497,10832.785825203056,5,25,1,22216.1320561946,1
85878.33667107174,37962.59471420111,2,27,4,15906.273765497575,0
89227.65645178525,23857.22208554477,3,43,2,15608.192279128529,1
104919.56515653193,12307.538772016276,0,45,1,25553.06490352995,0
44966.800885918594,15493.954709913225,3,21,5,5142.037891331577,0
68942.49636431405,11341.700933078904,3,42,4,14698.315132178219,1
42120.94418196022,16517.802029817845,0,24,0,15200.990891225483,0
118766.8007996647,43312.6127970007,2,48,5,42657.18904331708,0
114405.93396866132,49720.64361788667,3,68,1,14806.59016830983,0
23942.68113685059,6671.117106218166,5,34,4,5146.868303090034,0
90557.51725156885,23322.6790753316,2,53,5,29686.842943090553,0
112524.83174156658,39921.28111703376,3,24,4,25590.49344353787,0
38057.53451273336,7019.481600411509,5,62,3,10168.790913864248,1
76794.52305526295,23196.09990141331,4,31,5,29575.437154072686,0
111548.82975880419,28893.482618930128,5,59,4,11568.364568465018,1
23394.597858579884,6667.426477686327,5,52,5,4925.906111720589,0
89742.026724684,21129.774362282988,3,24,3,14084.912155111677,0
49734.90073725508,17550.08603902878,4,21,0,7512.142088907202,1
112439.61953765304,43849.30076898004,1,46,0,54377.60877722006,0
117105.82451653677,12345.113271723067,3,53,2,29349.545694788634,1
114426.64891134339,11656.277679145951,5,37,5,35567.8570713872,1
67421.42166574637,12402.35999680664,3,47,3,26532.268116844807,1
106204.26509893134,38573.49637126415,4,62,4,12636.076189217794,1
104454.93985350704,12281.156355297213,4,25,2,20515.896070901883,1
51910.04732432556,19832.412284018843,2,27,5,22469.737141170528,0
102891.54741506773,8865.170167959674,5,45,2,45765.77396036088,1
23700.76347154926,7718.718983845442,3,28,5,5905.764969796602,0
79626.9878482053,13917.020599665688,2,54,0,19902.338800912592,1
43000.883728770306,16101.999889912284,5,61,4,17318.98221576838,1
32056.68857772788,7866.381660909515,3,24,3,6989.25860476483,0
27695.320162920914,11574.63991350708,4,32,0,4066.715242834206,1
89628.87758781397,16600.77904940644,3,51,2,18195.93309643572,1
53987.496376806615,19226.95406577013,3,31,1,13763.458555985275,0
92476.67715287615,34175.16272908009,5,57,2,11178.754945321838,1
26535.634079894236,7125.189599483192,4,64,1,7734.397034680062,1
51529.03378306104,22082.22393841739,3,56,5,20405.65222846109,1
73949.12923753372,21932.629497202117,1,65,0,22591.315357489806,0
99072.31648389636,12839.412675649926,5,42,5,12756.366820057927,1
51875.25029320699,14977.938554860004,0,21,3,14320.673946334451,0
82589.1376437009,12341.286546566058,5,24,4,31678.041864331437,0
108597.77482361872,33891.43909576957,3,56,1,13383.444421574806,1
81586.31881823046,29314.097096823523,4,28,4,10111.716642396268,1
43295.94747536338,3969.3843921276707,5,45,5,10747.810302104255,1
22440.078155653802,7029.31796519122,1,48,0,3994.0104525542265,0
107009.88739009299,37892.636957401104,4,58,0,50713.303623943735,0
22126.941085038714,9190.586789592453,4,56,5,7358.036376549227,1
107470.16726841994,24804.683628100924,4,56,5,23098.580220688887,1
72893.7134027212,28555.875335796387,3,63,0,27838.88850227712,1
113906.76985128962,30324.956065913,4,61,3,28473.45985062873,1
99878.32357736654,22785.24028045688,4,66,1,15266.027989304273,1
119793.41105333375,46493.889128712806,5,24,4,23346.88431523377,1
55071.18154517101,13987.575713994785,4,33,2,19665.859110568283,1
96718.82889311269,23807.487916693288,3,58,5,11678.841377136876,1
60193.09136092421,18025.077966778616,5,65,5,12584.907656386751,1
67987.5620303909,24384.383752568705,3,45,0,12463.792006174983,1
82750.546321837,31821.021226686742,0,23,4,14932.67074937817,0
107367.71141863387,24307.03557166698,3,52,4,40059.42618847398,1
118408.3469199295,20178.214927912726,1,59,3,50954.28108055189,0
96827.34138645182,25818.842947657726,1,21,1,37408.9183171249,0
61776.67821673337,19538.753205287947,2,31,3,22134.035618594266,0
62135.70022770702,8457.037359713702,0,22,3,28991.319049501006,0
93758.23015888914,31197.27183134935,4,25,4,11565.72951322757,0
43877.71457683023,9910.53337777475,0,42,1,7327.281474847906,1
31047.411313139466,6856.0255633449915,2,66,1,8251.24517090908,1
55462.21576407766,7393.140877569167,0,33,1,13809.018941886503,0
48723.89916540818,9171.047227121433,0,68,0,13020.031576023843,1
49630.812045599014,20309.632795973692,2,43,1,9061.691039786516,1
43360.77510499099,11356.298804725557,4,67,4,6929.10936822901,1
24209.31896363619,4482.5688362322,5,51,0,7351.8205930991035,1
21787.39347334138,4830.021234481314,5,55,2,10266.67754965991,1
118772.23897360316,20205.472100473886,5,58,5,30499.26015839195,1
62777.313373586236,6566.933926689375,1,61,3,7366.370660772143,1
58432.66471596817,11571.524996289474,2,55,1,22348.562303768704,1
87964.72826930699,22519.277547799313,0,65,2,19039.258391954787,1
41825.38878650642,10824.340248468181,4,33,1,8283.016466714138,0
114996.11839502254,24196.64059029293,0,27,3,26414.976415020716,0
98634.5014415552,25354.270807441786,4,25,4,38420.723478680105,1
28941.10023122595,12874.868475517658,2,49,4,12373.123601796377,0
61758.077578492834,13152.519885628164,2,28,3,20702.69264873853,0
107911.83075621647,18238.784020425548,5,28,2,24710.892153165594,1
114473.20222914102,19070.525745189654,4,27,0,25663.895249866335,1
66740.15112498697,15990.103031308072,5,39,5,9992.558336014043,1
81341.13892107077,30214.786406510662,4,59,5,38500.42197997905,0
36703.39460920752,7281.3526397912465,5,43,5,13039.092331334794,1
119116.86261369765,37778.98877788368,4,56,0,13196.939096340837,1
43167.17013834434,5711.264580738806,5,62,1,15753.722250620183,1
114273.17741351256,27233.158993057215,2,52,3,31866.374770921004,1
84964.66489923684,31293.385062263136,4,65,3,41549.691060070036,1
80773.67948788591,13814.997147667773,4,24,0,34541.04904216143,1
71268.85110165086,19286.90554896829,3,50,2,12010.675890675791,1
43066.98117177587,7595.815349596405,5,62,5,16711.90291644572,1
37652.80320055083,13233.600274299393,5,59,3,11078.448793369917,1
42048.62090701754,6372.761317650573,3,25,4,7350.8585625608985,1
38643.826214425455,17594.465493168595,3,23,4,14665.176040619464,0
97958.44735667533,15349.901443709716,3,42,3,31244.33966015482,0
55012.52591667301,24533.288263269875,5,48,5,6169.630108911664,1
25784.267656339638,5833.349532314736,4,42,5,9247.1454775537,1
116910.26301408114,39791.65499454515,0,42,5,41385.62937595368,0
108378.58849634256,21361.058265926666,3,54,2,17084.157400844542,1
112775.2283195213,43207.19365004906,0,49,4,27020.391069057252,0
119490.78226464352,14941.351048694762,4,63,2,39952.88876370086,1
37389.52492194873,4726.025566712775,2,62,0,5814.564878069569,1
59624.201890265875,17216.662208374077,3,33,1,26299.600523654182,0
95823.84757040913,10200.92516384797,4,27,5,10635.912240955367,1
89602.06180537923,12087.633971612146,0,30,0,12645.983945333754,0
35389.59063398551,16738.193112830417,1,48,1,5182.549608773476,0
101583.31249906178,43005.53465869621,3,24,4,31617.079734268347,0
42444.05718366607,8759.124344277197,2,52,1,14772.467555517698,0
42381.76148226231,15966.745921052621,2,42,1,11082.674603420075,0
73697.44228934136,19906.249831613586,5,40,3,15879.346978102907,1
79293.99348417032,14298.394086920105,5,68,1,33599.00203220855,1
78008.62078378111,27461.06184616829,5,40,3,9931.620242122814,1
29148.683739775486,12820.66029662278,5,26,1,6182.923899974674,1
107746.08626303804,45332.364089111354,2,29,3,12460.428837520323,0
46560.004258870606,10416.22862248867,2,48,4,4914.690323161351,0
32951.49212828041,11594.968162146984,2,33,4,7952.907037843663,1
108874.80798689772,11156.577901065304,5,51,1,19372.03633468823,1
115565.14982297533,11398.997636915512,4,59,2,23962.011070998647,1
106212.76172654507,7311.625259107417,2,34,4,45499.302102594105,0
100951.60747248781,43532.72719317497,3,42,0,16676.401828200655,0
85524.19806390218,28381.834832935492,3,57,0,35243.953017732594,0
75085.73706091393,28041.68050315872,3,65,3,27783.24314304098,1
28698.67599114101,10732.573523523883,5,44,2,6617.289341023955,0
60845.32130706987,11428.161696393085,3,28,5,19386.68583694889,1
57268.8517012314,8135.1108270524455,5,35,3,15907.811980892904,1
45975.37837603262,11135.990071281838,3,61,1,6958.747122289363,0
92342.0113688585,20646.652342483558,4,26,4,42742.728054181374,0
69587.57350787708,23340.55068448878,5,43,2,22814.090227100358,1
28104.621590764793,8333.558239787337,5,45,3,12705.987517523974,1
42018.320194981134,6634.813312368855,0,51,3,18048.15448289221,0
88325.87636595959,7789.634086245767,2,66,0,11651.099042940015,1
27613.085949030017,3180.7996970229656,3,49,1,5050.661681095092,1
105120.69140487687,21908.852128028066,3,43,3,16620.048651417732,1
69514.65270139743,30680.35255568641,4,30,0,30052.005547384495,1
68058.6577326648,22027.07012754396,5,29,2,30284.64967830889,1
79240.77846595176,31129.968486829523,1,69,3,24658.827224618697,0
102468.09659251492,25684.448428825068,3,33,5,14516.781177880484,0
54780.92079021931,14383.258569834696,1,52,5,8449.773374318875,0
87801.61525590635,8802.22836874931,5,69,0,37352.521454232345,1
76573.19639957912,31161.631163322996,5,65,5,36117.74316676277,0
46702.82701694213,15237.754528381825,3,61,1,8396.714068017822,1
107862.9986355158,15093.75278645959,1,21,4,11266.832821879963,1
99742.60216069281,25216.512067498552,4,21,5,23178.3017970211,1
85845.18346584255,20669.632463812635,4,57,2,9631.808626551692,1
105058.17290942419,32549.77215616328,3,60,3,45300.030050139416,0
106729.42009598024,44952.90194242309,5,38,0,31656.46928312767,1
90836.29767150347,23085.82535094906,5,56,3,32405.33247250263,1
103701.3328363672,27840.029959222255,4,51,4,27438.745322583476,1
89747.14616692836,7907.237296123737,4,21,3,21378.04114609527,1
88014.07717603004,8416.869073523614,2,67,3,16624.11343961272,0
81861.13782151844,13621.008113997334,4,56,0,33416.78219377396,1
95271.66395576412,7395.5226125768,3,29,4,36033.556686648335,1
35860.51052930737,15838.224598156314,2,42,2,8760.421271630039,0
108087.07591989284,33666.45304688948,0,48,0,24692.109186828606,0
107184.3527745232,13776.914555540108,2,46,4,10771.722134866694,1
22924.728303455915,11215.170324585979,1,30,4,2875.2389561049326,0
102581.67505647626,11947.433315415901,3,67,3,35832.00579832356,0
32886.98674734452,6734.767520575282,4,23,1,10058.252191454547,1
53511.88542591419,11512.714889763236,4,22,1,14658.044247080563,0
94350.82562916078,20821.186304520343,3,57,2,40665.290414762916,1
36075.98960483082,6664.815461656007,3,51,3,10879.049514055087,1
101796.70241190623,25180.37503870832,5,53,1,25835.741715514218,1
103213.41779577419,20186.558326097515,3,52,0,16978.869287304155,1
70746.77337608361,29009.88094517046,5,63,2,30299.088749460007,0
20638.587171683357,3865.0164511965777,3,32,3,6821.038614230787,0
48703.81331749128,5288.73066674836,4,23,5,6671.642499606559,1
81692.69183757421,9811.717681580347,0,68,0,29373.3719283457,0
118118.61780274234,35369.18586104254,4,46,1,31895.36935046314,0
83181.35270166684,10464.190388848081,5,34,1,35315.016726785325,1
45980.35810641598,19227.281965787675,5,32,1,21498.84470627713,0
83400.57030996113,23815.626193709653,5,46,1,28371.73353920951,0
73998.53797158555,20121.717478653205,2,36,4,29055.165393342115,0
97984.53951511436,27159.972762404414,4,28,5,12016.465208738726,1
30698.06388269584,8255.035991145933,3,69,2,9949.309487571325,0
96102.7902502028,14665.291653980157,4,69,2,38646.39082801583,1
74126.65786761104,12131.767652890503,1,48,1,22141.992945138085,0
116299.20038589946,33592.07940964011,5,27,2,39241.68035792333,1
54187.21660386861,11221.698393898947,5,35,5,24903.321679480752,0
83262.1893133948,11531.1227153447,3,61,0,14923.900559085168,1
113202.81055100175,47016.292227620914,2,56,0,15768.993367778834,1
30250.972799067924,5101.806154078996,1,28,2,11382.153741880007,0
113722.84872364512,42586.86384170241,4,30,1,48802.973514422854,0
88788.57223008134,29381.719583310438,2,35,3,39084.38103898351,0
26783.70591051719,7461.582834880767,5,38,5,9552.6175947289,1
50096.35669468163,6299.846074065297,4,66,1,21706.01830925996,1
90817.20886452816,12370.267954734016,4,57,4,34534.66789248113,0
26735.06014687717,10900.927569073108,4,61,3,3607.916855574389,0
78217.04601762732,22275.587911819664,0,65,5,31663.62145123244,0
54588.305695295676,18718.214565162743,5,63,4,9375.207194564258,1
82091.55177674771,34148.474950357995,4,64,2,15978.606416942404,0
24574.203381251285,7821.1072180695965,5,55,4,6336.71024708654,1
107153.68061523762,12528.61142627309,3,22,2,24198.175644405594,1
117348.8969177397,20042.375473643144,4,42,4,26833.080364382055,1
116887.78552856915,41934.60287216739,0,35,3,19602.52693838898,1
94965.18317429247,14145.43638094373,4,57,4,20659.525444780855,1
33008.6240130632,7193.984538899698,4,59,1,3560.4764171610827,1
95826.31959290226,29514.520151518045,4,56,2,27709.558165825223,1
22458.69164588015,6235.140023136622,4,25,0,9150.488102517005,1
22212.355152899727,11295.596376077463,2,68,4,9882.253433240214,0
52361.02191495412,18311.55275301341,5,35,2,22419.493293627165,0
68864.31904046657,10130.807352472078,5,47,0,18358.062795144437,1
97040.74178077932,41622.64856273398,0,36,2,38056.525197463954,0
88329.53766065052,16293.062499546688,5,56,2,19004.657355103813,1
64590.27063767483,11994.393821061509,2,58,0,7894.54512381923,1
47362.66662816659,9160.424036471855,4,38,0,17542.592265712585,1
119712.45001577112,10050.757260579714,2,55,3,43038.83637814951,0
62618.1302235973,14720.454344660127,5,45,5,26340.426572822897,1
65138.70243296755,9620.355631962477,1,42,4,22566.81378950607,0
36362.38211916692,10226.854723208093,3,51,4,5918.219499356124,1
99480.95487499294,17405.03655956753,3,57,2,43897.45925733401,1
89368.22257814887,32824.95063210341,2,54,1,31359.40896678276,0
42076.96127887604,15175.805476806634,4,43,1,17800.400941783842,1
28238.10456158427,5089.271760433408,1,36,5,11567.537578976642,0
88049.9302074713,19038.34745082459,4,26,2,19295.771945328437,0
85451.12142811352,17585.856210282316,5,35,3,11093.36626557528,1
47325.95269982093,7080.711876783082,5,38,0,8073.890996335509,1
115086.35622504103,38244.34436693962,5,58,2,15783.510697169555,1
35105.789178090025,12452.240213565261,3,33,4,6928.653127381573,1
63233.48010426019,11199.389484922398,2,44,1,17946.477947887855,0
114361.59201675988,24972.57673974503,3,33,1,52917.88097901226,1
61972.73169261223,7461.0815159544945,0,21,1,27813.826925899222,0
83852.59476640855,24747.422498185453,5,68,3,32487.843114416137,1
59759.439796279425,9039.698897739865,1,56,4,6552.320419125763,0
47421.520234867,23449.010011962397,5,69,3,11217.829990841785,1
118397.76479598282,39606.04737176264,0,38,0,44155.187882727536,0
60933.4006315043,13569.887723545455,5,68,2,9238.207848804828,1
109409.92036791344,31605.58405160804,1,53,2,45999.77518796877,0
42995.46058910862,18912.48727614437,0,58,1,20028.55270440791,0
41310.470402508334,10629.99091294022,4,63,1,9982.335545142227,1
23113.408288451137,5705.973258875321,2,26,0,8837.116379416815,0
85166.6825375885,16480.58351111109,4,37,3,13565.489980860833,1
56852.63437237612,22170.96374607971,4,24,5,21395.157437176047,0
106435.8249839637,31965.877925292214,1,34,5,11557.032301253379,0
67320.99066915573,23079.659916657467,5,50,5,10792.133948197445,0
116819.34279147217,43594.96920611568,3,66,4,44853.08790022096,0
38552.55157031212,15387.569529797562,4,40,0,14832.712128142,1
106862.31679556108,40899.85539795251,3,28,2,38092.68455536669,0
97659.68527917417,12496.273474110767,4,22,2,28413.656681901946,0
97092.1844644052,24200.29724937965,2,57,3,35920.53880027496,1
104478.32281168876,34431.77642604196,2,24,0,42785.99611939227,0
96102.3990942999,31200.855543804697,3,30,4,46762.72235505808,0
82622.03216314153,25542.46575230161,3,40,0,37630.7343723526,0
33124.48776823876,5961.748353751096,3,55,0,13839.86416656345,1
23252.61794912519,9408.089770195174,4,68,3,8787.234236289427,1
112084.78478156868,35659.470784737656,4,30,4,36950.1187745293,0
81665.0314520738,10806.32077866383,0,48,5,12106.312486180123,0
99653.72909761763,23928.688743672912,2,35,2,16564.715586853887,0
68152.23515125501,11146.883038343898,3,56,1,29176.777718570018,1
31730.81889623945,9819.681582770078,0,21,5,13368.992503327154,0
32518.579220255044,6340.427341463724,2,42,4,11244.390426768556,0
88556.52872289714,18478.509929527005,0,47,2,24400.516399344924,0
63030.58948994627,20044.459060816673,5,49,5,6959.400254741512,0
40052.472670033676,10812.538246687136,4,35,3,9246.945486559242,1
69159.4546741437,21402.471196519356,0,30,4,18552.42920002874,0
26420.89370751341,13533.486335118796,0,40,4,7776.369554098084,0
78197.14019143989,11180.045516860326,4,42,2,36887.92438596178,0
46899.34044350976,5688.055576510751,3,68,2,6729.29370460558,1
99755.91006371881,36231.95986611241,4,29,0,30679.60772020771,0
51036.19589235738,8410.899523892655,5,52,0,12614.561357527276,1
65522.01490818012,27821.650226903945,4,37,4,32501.49098195211,0
21162.05399081006,10932.22070625663,1,62,1,9411.730537207106,0
27244.688779455886,10612.967187326432,4,39,3,7506.302493772427,1
59249.35564066848,26685.47012024957,5,60,2,29617.463840496843,0
67993.88347171235,6739.3854647126445,4,47,0,20780.650938240462,1
80002.05481193037,17149.571525401487,4,57,3,13348.112330374744,1
49166.25787093032,14763.464419577536,2,54,5,15848.7371640035,0
89498.18861265425,16188.12416289146,3,67,5,17047.82137853129,1
106012.23971892046,40197.047115419606,4,69,4,37584.00370724834,0
97985.09888933499,9966.806206735862,5,30,2,46540.57718446827,1
23961.882534835713,6374.636063227847,4,50,5,9931.707432353953,1
68050.6947257829,18169.515152046013,4,41,2,14240.661035328449,1
30493.017841817487,9991.080908536589,1,41,0,6670.147923216094,0
44204.50158625275,7574.049418922812,2,54,5,5645.590351990996,1
118666.25932671464,24096.117498456602,3,29,1,25435.77261985858,0
34249.554290151325,15909.692848377472,1,54,5,4693.89867108705,0
69888.8153451356,12069.700762469969,4,32,2,20951.233262239286,1
81815.5734318119,29080.934419258727,2,67,1,31363.086342340874,1
90246.4970544104,23511.065680624553,4,41,3,36141.237096866,0
75964.86834869141,28892.016948675733,5,40,5,9405.338951121781,1
20977.084741918366,6329.326213153827,3,26,2,4950.221948534933,0
52646.13082439919,10854.546273280706,1,65,5,11333.064491061685,0
71771.16433847114,18875.724147079418,4,56,5,10171.418682518957,1
28786.649914483336,14918.349029045181,5,32,2,7052.398884185727,1
55062.69312091808,12792.390389040216,4,61,1,12098.817837873194,1
23320.310879136658,11257.193452502257,0,51,0,8250.718800219489,0
27857.849715502074,9337.704659697045,0,22,5,12628.550115388784,0
59692.32762015961,8906.08408957564,2,36,4,16829.457169088437,0
33271.57540430604,7788.262281889052,1,21,3,13264.248179422762,0
76754.08482615581,32173.325350921474,5,24,2,12158.165323699921,0
88946.49691372657,18054.176606172245,5,67,5,40736.299385746875,1
100058.66991090828,35615.86975499974,2,21,0,16113.237607572983,1
40015.02442448101,14398.89139055955,2,67,2,7076.2758159105815,1
36748.258225906975,8631.808294844122,2,55,5,5239.769560971569,0
30456.784033440024,3069.538469321908,5,33,3,6818.415082301739,1
83643.02495436367,28715.34805187017,3,65,4,26846.414807307538,0
90647.57264869011,15485.882728112449,4,62,2,44888.464460942225,1
23158.614482564204,9668.18541126699,3,51,5,9665.183231225898,0
113621.22462436899,24272.660996432423,4,40,1,28652.355188653724,0
25197.12836514724,8281.839286353339,3,27,0,8323.579652338834,0
74129.63353010704,24469.8977080904,2,60,4,25895.20171696914,0
90906.05194509165,16826.536153577305,4,53,2,39006.958599050064,1
107096.91237460855,22220.6534747583,4,48,5,42258.37616995221,1
91408.69321324278,21377.20457056662,2,64,4,29956.13251105476,0
100172.80830697918,18599.20736549391,1,64,1,36830.85806666895,0
53945.0192542806,16169.911604583478,3,40,2,21489.91787962831,1
101482.51137465122,34141.40617908656,3,52,4,15552.968535654298,0
28011.484638467515,5488.1596223354345,4,29,2,5047.170493867779,1
109481.66560605276,28107.162539556808,5,54,2,41103.10850450703,1
74759.23761537363,23612.388755801003,0,34,4,32906.79042666578,0
101729.77699624938,19437.895572274123,2,24,2,26826.642000434284,1
65231.82845183001,14321.930687997434,1,49,1,32091.197812003044,0
84357.7695196525,35675.15899131691,3,35,4,15726.708721794195,0
72640.26609361132,25037.732832461552,3,37,5,19371.685300822013,0
93158.95217553318,25752.286284066482,4,39,4,23421.01925888551,0
28162.998203058956,9573.651136851584,2,58,1,13296.268983102482,1
26035.20839905638,6304.1841423414235,4,29,1,5575.476510951574,1
44710.32340101464,14922.514447060548,5,47,1,12890.715516294571,1
35954.46801131884,11104.77820833385,5,69,5,6288.20403996619,1
107178.35665922017,26990.817280925028,5,35,5,33065.21919834432,1
41921.39873580443,7603.201372118979,4,57,2,18569.57269991022,1
117586.52558191313,13958.350573081734,5,48,2,26059.030143593685,1
53689.57917711068,7886.260984948465,2,24,3,22781.39197953499,0
38211.79156886993,16838.91528083646,1,41,2,17750.318449843835,0
98969.8507142479,19678.819386367413,0,54,1,12785.237652815562,0
85870.77755008762,22504.216438304597,4,39,3,34568.98299168819,1
69819.5716453139,4917.198978723916,5,57,1,14113.144898319322,1
75536.35509376312,8939.937184212416,1,24,0,12851.080539426826,1
91920.17782722638,28370.64010672508,4,57,5,31294.128651070238,1
42845.47413312987,14644.31662428395,4,52,4,16377.298870071196,0
119633.39160567419,30930.910544627593,5,65,0,30853.977399408537,1
117479.31621467831,16694.053379444897,4,68,5,13588.771750111773,1
85032.56863469369,29245.54209210292,5,32,5,39411.04879243757,1
39954.24509291451,5913.611756774788,2,61,1,15674.001075938026,1
88022.82424312913,11143.814102342587,2,36,2,18367.43425525337,1
27219.840897917584,10046.082243293393,3,34,4,8131.806130310836,0
23065.250220580605,5481.967172019008,3,21,2,2562.9440840255393,1
45768.28885112137,8245.218036146376,0,52,2,10788.18582907467,0
66262.29567393163,19126.772811900104,4,41,4,20475.983279548618,0
106827.25054083805,31596.223509984622,4,24,4,32784.15574114846,1
92716.9069766308,35750.26494192528,4,29,0,16992.593884966736,0
94270.6521199981,20311.356810076406,2,66,1,38716.85750905835,1
62549.33344480753,9485.482789692891,3,42,2,13732.384867567933,1
54593.49925469629,12690.361412212511,3,32,1,18133.99559258359,0
57103.87629846027,23166.42587123195,0,50,1,11912.376261607284,0
118764.95637360579,31609.922372508594,4,50,3,32074.513192053593,0
24010.919141248247,11478.42022286775,1,52,0,4394.138669128709,1
106703.14961224486,7573.748333605545,0,56,2,37687.885038129665,1
77867.54085723934,18038.23906238934,4,27,5,21042.437106327412,1
63861.54191895905,5401.259472120134,0,37,4,6797.864558362299,0
92525.76604151365,26048.39476776056,5,21,4,10294.971662933738,0
68666.8941424703,29558.940598424844,3,34,1,19807.221563591844,0
107342.32380816605,42417.3852367437,5,67,0,18601.3885149712,1
110070.18640112586,26880.772951030125,0,64,0,36765.293556827884,1
62172.09268734554,17689.710969903696,4,64,2,16368.464184951688,1
47682.779723505155,21911.24550428742,2,58,2,17250.100718243746,0
79235.03285933622,25591.373657277738,5,46,1,38108.7284507458,1
111236.3345616691,11934.455968104125,3,47,1,34649.50129013835,1
41066.21890056666,10891.538733591735,2,65,1,17040.48672711808,1
82296.65835634829,14827.08842659304,5,36,3,33018.76887648956,1
83156.02200925205,19690.286529885183,3,66,0,38976.59474456044,1
93311.3022415281,20761.067952073052,0,27,1,17319.244582125943,0
33156.76851272598,12058.619695836363,3,52,0,14288.272393133037,1
91582.49646820886,18113.36254452679,4,45,5,42330.17639333954,1
110903.2520665641,16828.39259704368,2,51,4,28513.80195803414,1
37968.3108870242,10339.723088213344,3,36,4,8562.859423869022,0
43754.332492387766,19510.094290506055,0,61,0,21037.711543941437,0
117139.50940416395,37745.51153501526,4,34,5,41122.19128893555,0
38097.69527094898,7626.012044796247,4,45,4,9610.928219713045,0
105438.50933695791,43787.084914322564,3,50,4,43939.50475238052,0
69227.78564480349,27729.300380064815,3,27,4,15354.000162676233,0
44723.107440317704,10100.727843507382,0,32,2,7628.108914067585,0
107074.99012725113,9081.594007699783,2,23,5,34005.716365750595,0
64530.52550026655,23691.009039429642,1,47,2,21068.236871091358,0
71481.73539296901,26614.58001406058,3,66,0,30758.49015814044,0
55923.33693997657,22879.34630744975,3,39,0,15815.731600235178,1
79295.08514349275,29657.383323451973,5,63,3,33766.59211707695,0
36352.38725850228,11585.580693818913,0,57,2,8162.167766660359,0
59108.15366517607,17698.526259192884,4,65,0,19514.396209870014,0
116941.23223352875,10011.93743204356,3,62,2,21445.748684071958,1
45813.34327011275,9688.868377188499,3,27,3,11644.761391578098,1
85673.66645412923,19477.223404443626,5,69,0,37954.794662735505,1
52519.00642246949,16586.06717867411,2,36,0,9789.29476953895,0
97347.31256866007,24075.780892406805,0,52,0,41284.58495699332,0
33087.366071834986,14342.184480433501,4,28,0,7052.527845001092,0
116982.10450785447,22253.269557996427,2,69,1,13312.08244758083,1
65378.95413836392,18230.946739162606,0,33,5,9412.858299423315,0
43605.046334646395,3580.276894873347,2,31,5,17370.149486975824,0
27349.674733001266,6176.213065794881,2,40,2,5601.989312024141,0
36975.79050875407,14819.650346710423,4,38,2,13372.599203250666,1
71977.39485560177,24127.481790965132,1,57,2,27328.345688104528,0
53700.31764312863,25243.57986003569,3,26,3,12783.22023017341,0
102888.33658826095,16420.951381150062,3,40,1,29834.283502160415,1
